Price,Close,High,Low,Open,Volume
Ticker,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR,BTC-EUR
Date,,,,,
2024-12-17,100818.9921875,102564.6484375,98434.671875,99238.15625,86547310403
2024-12-18,101138.9375,103064.8515625,100334.078125,100819.921875,65357228227
2024-12-19,96653.9375,101406.328125,96653.9375,101145.3125,90687177291
2024-12-20,94061.5078125,98788.6484375,92200.7265625,96682.09375,93801695974
2024-12-21,93712.2578125,94520.0703125,88670.21875,94055.4765625,101264529548
2024-12-22,93216.4453125,95390.984375,92460.015625,93712.5078125,49631204857
2024-12-23,91152.8515625,93346.390625,90305.515625,93210.296875,41354966950
2024-12-24,91006.0703125,92778.625,88804.5859375,91147.5390625,62703358592
2024-12-25,94839.8671875,95666.8671875,89818.2109375,91004.25,45283265620
2024-12-26,95487.59375,95672.09375,93628.34375,94839.6875,32406804981
2024-12-27,91917.90625,96071.9765625,91468.3203125,95486.15625,45150289357
2024-12-28,90321.7109375,93460.5546875,89574.578125,91831.03125,50280519776
2024-12-29,91258.1171875,91605.2265625,90177.28125,90317.2265625,23117994682
2024-12-30,89674.5390625,91268.6171875,89027.7578125,91267.828125,28414175532
2024-12-31,89031.2421875,91217.28125,87812.015625,89671.6328125,53997345803
